UserAccountId,CertificateDegree,Major,University
UA000310,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kerman Graduate University of Technology"
UA000311,Bachelor,"COMPUTER PROGRAMMERS","University of North Alabama"
UA000312,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Aleksander Zelwerowicz State Theatre Academy"
UA000313,Master,"ACCOUNTANTS AND AUDITORS","Kagawa Medical School"
UA000314,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Shanghai Lixin University of Commerce"
UA000315,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Southern Alberta Institute of Technology"
UA000316,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Universidade Católica de Angola"
UA000317,Master,"PHYSICAL THERAPISTS","Universidad Nacional de La Rioja"
UA000318,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universiteit Antwerpen, UFSIA"
UA000319,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Phillips University"
UA000320,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Wollongong"
UA000321,Doctor,"COMPUTER PROGRAMMERS","Ecole Supérieure d'Electricité"
UA000322,Bachelor,"COMPLIANCE OFFICERS","Ivanovo State University of Chemistry and Technology"
UA000323,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Holmes Institute"
UA000324,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Instituto Superior de Ciências do Trabalho e da Empresa"
UA000325,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Supérieure d'Informatique et de Management"
UA000326,Master,"DATABASE ADMINISTRATORS","Université Bordeaux I"
UA000327,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Alderson Broaddus College"
UA000328,Doctor,"COMPUTER PROGRAMMERS","Daemen College"
UA000329,Bachelor,"MECHANICAL ENGINEERS","University of Maryland at Baltimore"
UA000330,Bachelor,"COMPUTER PROGRAMMERS","Universitat Oberta de Catalunya"
UA000331,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Precarpathian University"
UA000332,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Nanjing Medical University"
UA000333,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Shanghai Television University"
UA000334,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Université de Gabès"
UA000335,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Westsächsische Hochschule Zwickau (FH)"
UA000336,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Neelain University"
UA000337,Bachelor,"MECHANICAL ENGINEERS","Bloomsburg University of Pennsylvania"
UA000338,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Kumoh National University of Technology"
UA000339,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","St. Cloud State University"
UA000340,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Mukogawa Women's University"
UA000341,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Aarhus University"
UA000342,Doctor,"ART, DRAMA, AND MUSIC TEACHERS, POSTSECONDARY","Randolph-Macon Woman's College"
UA000343,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Esztergom Theological College"
UA000344,Bachelor,CHEMISTS,"Hainan University"
UA000345,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kansas Wesleyan University"
UA000346,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Dartmouth College"
UA000347,Bachelor,"DATABASE ADMINISTRATORS","Rose-Hulman Institute of Technology"
UA000348,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","American University of Central Asia"
UA000349,Master,"OPERATIONS RESEARCH ANALYSTS","University of Aquila"
UA000350,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Hvanneyri Agricultural University"
UA000351,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Ez-Zitouna"
UA000352,Doctor,"COMPUTER PROGRAMMERS","Adventist University of Africa"
UA000353,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Cebu"
UA000354,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Nairobi Technical Training Institute "
UA000355,Master,"OPERATIONS RESEARCH ANALYSTS","University Marien Ngouabi Brazzaville"
UA000356,Master,"COMPUTER OCCUPATIONS, ALL OTHER","State Pedagogical University in Kryvyi Rih"
UA000357,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Kobe Women's University"
UA000358,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Phranakhon Si Ayutthaya Rajabhat University"
UA000359,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Vincennes Saint-Denis (Paris VIII)"
UA000360,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Shah Abdul Latif University Khairpur"
UA000361,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Central Bible College"
UA000362,Master,"COMPUTER SYSTEMS ANALYSTS","Universitas Muhammadiyah Sumatra Utara"
UA000363,Bachelor,"OPERATIONS RESEARCH ANALYSTS","University of Oulu"
UA000364,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Técnica Particular de Loja"
UA000365,Master,"COMPUTER SYSTEMS ANALYSTS","University of Karachi"
UA000366,Doctor,"MARKETING MANAGERS","Universitas Pelita Harapan"
UA000367,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Indian Institute of Technology, Guwahati"
UA000368,Bachelor,"MANAGEMENT ANALYSTS","Universidade Federal do Ceará"
UA000369,Master,"COMPUTER SYSTEMS ANALYSTS","Hong Kong Baptist University"
UA000370,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University of West Los Angeles"
UA000371,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Portharcourt"
UA000372,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Wuxi University of Light Industry"
UA000373,Doctor,"COMPUTER PROGRAMMERS","Dumlupinar University"
UA000374,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Northern Lights College"
UA000375,Bachelor,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY","Lithunian Veterinary Academy"
UA000376,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Dhirubhai Ambani Institute of Information and Communication Technology"
UA000377,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Technical University of Radom"
UA000378,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Christelijke Hogeschool Windesheim"
UA000379,Doctor,PSYCHIATRISTS,"Technical University of Mining and Metallurgy Ostrava"
UA000380,Doctor,"WEB DEVELOPERS","Evangelische Fachhochschule Nürnberg"
UA000381,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Guilan University"
UA000382,Bachelor,"COMPUTER PROGRAMMERS","Yamanashi University"
UA000383,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidad Iberoamericana de Ciencias y Tecnologia"
UA000384,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Santa Paula"
UA000385,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Dubrovnik"
UA000386,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Witwatersrand"
UA000387,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Budapest University of Economic Sciences and Public Administration"
UA000388,Bachelor,"COMPUTER PROGRAMMERS","Universitas Dr. R. Moestopo"
UA000389,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Pädagogische Hochschule Freiburg"
UA000390,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Pennsylvania State University Great Valley"
UA000391,Bachelor,"ENGINEERS, ALL OTHER","Universitas Jember"
UA000392,Master,"COMPUTER SYSTEMS ANALYSTS","University of Alaska - Anchorage"
UA000393,Master,"DATABASE ADMINISTRATORS","Huafan University"
UA000394,Doctor,"BIOLOGICAL TECHNICIANS","Medical University of Sofia"
UA000395,Doctor,"OPERATIONS RESEARCH ANALYSTS","Odense University"
UA000396,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Moraine Valley Community College"
UA000397,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Michael Okpara University of Agriculture"
UA000398,Master,"COMPUTER SYSTEMS ANALYSTS","Bob Jones University"
UA000399,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Akademie der bildenden Künste Wien"
UA000400,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Indian Institute of Information Technology and Management - Kerala"
UA000401,Doctor,"COMPUTER SYSTEMS ANALYSTS","Bard College"
UA000402,Bachelor,"PHYSICAL THERAPISTS","Universidad Técnica de Oruro"
UA000403,Bachelor,"COMPUTER PROGRAMMERS","Lagos State University"
UA000404,Master,PHYSICISTS,"Instituto Tecnologico de Durango"
UA000405,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Nagasaki Prefectural University"
UA000406,Master,"OPERATIONS RESEARCH ANALYSTS","Université Paris-Dauphine (Paris IX)"
UA000407,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universität Bayreuth"
UA000408,Doctor,"COMPUTER SYSTEMS ANALYSTS","Osaka University of Foreign Studies"
UA000409,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Clark Atlanta University"
UA000410,Bachelor,"COMPUTER PROGRAMMERS","Arab Open University"
UA000411,Master,"OPERATIONS RESEARCH ANALYSTS","Dong Eui University"
UA000412,Master,"PEDIATRICIANS, GENERAL","Gulf Medical University"
UA000413,Bachelor,"PEDIATRICIANS, GENERAL","Universidad Nacional San Luis Gonzaga"
UA000414,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidade Estadual de Londrina"
UA000415,Doctor,"COMPUTER PROGRAMMERS","Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux"
UA000416,Bachelor,"FIRST-LINE SUPERVISORS OF OFFICE AND","Université Hassan Ier - Settat"
UA000417,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Nacional de General San Martín"
UA000418,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universität Mannheim"
UA000419,Bachelor,"COMPUTER SYSTEMS ANALYSTS","College of Mount St. Vincent"
UA000420,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Fachhochschule Heidelberg"
UA000421,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of St. Cyril and Methodius in Trnava"
UA000422,Doctor,"BIOLOGICAL SCIENTISTS, ALL OTHER","Ural State Conservatory"
UA000423,Doctor,LAWYERS,"Rheinische Friedrich-Wilhelms Universität Bonn"
UA000424,Bachelor,"FINANCIAL ANALYSTS","Centro Universitário Newton Paiva"
UA000425,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Mid-Continent Baptist Bible College"
UA000426,Master,"BUSINESS TEACHERS, POSTSECONDARY","Universidad de Concepción del Uruguay"
UA000427,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Masdar University Of Science And Technology"
UA000428,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidad Politecnica de Nicaragua"
UA000429,Doctor,"DATABASE ADMINISTRATORS","Ecole Nationale Supérieure d'Ingenieurs Electriciens de Grenoble"
UA000430,Bachelor,LAWYERS,"Christ University"
UA000431,Bachelor,"PHYSICIANS AND SURGEONS, ALL OTHER","Dickinson State University"
UA000432,Master,"COMPUTER PROGRAMMERS","University of West Hungary"
UA000433,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade Estadual de Ponta Grossa"
UA000434,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Université de Valenciennes et du Hainaut-Cambrésis"
UA000435,Doctor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Baghdad College of Economic Sciences University"
UA000436,Doctor,"OPERATIONS RESEARCH ANALYSTS","Marist College"
UA000437,Bachelor,"COMPUTER SCIENCE TEACHERS, POSTSECONDARY","Universidad de Camagüey"
UA000438,Bachelor,"MANAGEMENT ANALYSTS","Universidad Politécnica Salesiana"
UA000439,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Elms College"
UA000440,Master,"COMPUTER SYSTEMS ANALYSTS","Universidade Autónoma de Lisboa Luís de Camoes"
UA000441,Bachelor,"WEB DEVELOPERS","Universidad Femenina del Sagrado Corazón"
UA000442,Bachelor,"WEB DEVELOPERS","Randolph-Macon College"
UA000443,Doctor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Indian Statistical Institute"
UA000444,Bachelor,"WEB DEVELOPERS","Open University of Sri Lanka"
UA000445,Bachelor,"WEB DEVELOPERS","State University of New York College at Plattsburgh"
UA000446,Master,"FINANCIAL SPECIALISTS, ALL OTHER","Kuala Lumpur Infrastructure University College"
UA000447,Bachelor,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","Franklin and Marshall College"
UA000448,Master,"WEB DEVELOPERS","Gulf University for Science and Technology"
UA000449,Master,"WEB DEVELOPERS","University of Wisconsin - Parkside"
UA000450,Doctor,"COMPUTER SYSTEMS ANALYSTS","Union College"
UA000451,Doctor,"COMPUTER PROGRAMMERS","Higher Colleges of Technology"
UA000452,Bachelor,"COMPUTER PROGRAMMERS","Université de la Méditerranée (Aix Marseille II)"
UA000453,Master,"WEB DEVELOPERS","New York College of Podiatric Medicine"
UA000454,Master,"COMPUTER PROGRAMMERS","Trinity University School of Medicine"
UA000455,Bachelor,"COMPUTER PROGRAMMERS","College of the Holy Spirit"
UA000456,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Tashkent University of Information Technologies"
UA000457,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","St. Petersburg State Forest-Technical Academy"
UA000458,Master,"COMPUTER SYSTEMS ANALYSTS","Birjand University"
UA000459,Doctor,"COMPUTER SYSTEMS ANALYSTS","Indian University"
UA000460,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidade Federal do Acre"
UA000461,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Eastern Washington University"
UA000462,Bachelor,"COMPUTER PROGRAMMERS","Algonquin College"
UA000463,Master,"MANAGEMENT ANALYSTS","University of Electronic Science and Technology of China"
UA000464,Master,"MANAGEMENT ANALYSTS","Philadelphia University"
UA000465,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Zululand"
UA000466,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","University of lloilo"
UA000467,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Iceland Academy of the Arts"
UA000468,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Soochow University"
UA000469,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Northeastern Ohio University College of Medicine"
UA000470,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade de Lisboa"
UA000471,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Católica del Oriente"
UA000472,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Govind Ballabh Pant University of Agriculture and Technology"
UA000473,Master,"HUMAN RESOURCES MANAGERS","Universidad España de Durango"
UA000474,Doctor,"COMPUTER PROGRAMMERS","Indiana University at South Bend"
UA000475,Doctor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Nottingham Trent University"
UA000476,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universität Köln"
UA000477,Master,"COMPUTER PROGRAMMERS","Conway School of Landscape Design"
UA000478,Master,"MANAGEMENT ANALYSTS","Universitas Surabaya"
UA000479,Bachelor,"COMPUTER SYSTEMS ANALYSTS","National College of Art and Design"
UA000480,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Luhansk State Medical University"
UA000481,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Liszt Ferenc Academy of Music Budapest"
UA000482,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Tohoku Bunka Gakuen University"
UA000483,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Global Business School Barcelona"
UA000484,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad del Valle de Puebla"
UA000485,Master,"COMPUTER SYSTEMS ANALYSTS","National Yang Ming Medical College"
UA000486,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Harding University Graduate School of Religion"
UA000487,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","The Rockefeller University"
UA000488,Doctor,"SALES ENGINEERS","Saint George's Hospital Medical School, University of London"
UA000489,Bachelor,"INDUSTRIAL PRODUCTION MANAGERS","The Federal Polytechnic Offa"
UA000490,Bachelor,"BUDGET ANALYSTS","Technical University of Kielce"
UA000491,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universität Fridericana Karlsruhe (Technische Hochschule)"
UA000492,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Avinashilingam Institute for Home Science and Higher Education for Women"
UA000493,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Zhejiang Sci-Tech University "
UA000494,Bachelor,"COMPUTER PROGRAMMERS","National Academy of Fine Arts"
UA000495,Doctor,"DENTISTS, GENERAL","University of Piraeus"
UA000496,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Utah"
UA000497,Bachelor,"FINANCIAL MANAGERS","University of Northern Philippines"
UA000498,Master,"COMPUTER SYSTEMS ANALYSTS","Universidade Federal Rural de Pernambuco"
UA000499,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","American University in Cairo"
UA000500,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Texas at Arlington"
UA000501,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Wales"
UA000502,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Keene State College"
UA000503,Doctor,"ENGINEERS, ALL OTHER","Wright State University"
UA000504,Bachelor,"COMPUTER PROGRAMMERS","Agricultural University of Poznan"
UA000505,Master,PHARMACISTS,"Surgut State University"
UA000506,Master,"ELECTRICAL ENGINEERS","Université Alioune Diop de Bambey"
UA000507,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Postgraduate lnstitute of Medical Education and Research"
UA000508,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Jiangsu University of Science and Technology"
UA000509,Doctor,"BIOCHEMISTS AND BIOPHYSICISTS","Suwon Catholic University"
UA000510,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Ashkelon Academic College"
UA000511,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Shanghai TieDao University"
UA000512,Master,"COMPUTER SYSTEMS ANALYSTS","Eritrea Institute of Technology"
UA000513,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","The Robert Gordon University"
UA000514,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad Católica de Santa Fé"
UA000515,Doctor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Siena Heights University"
UA000516,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Columbus State University"
UA000517,Bachelor,"STATISTICAL ASSISTANTS","East Kazakhstan State University"
UA000518,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Kenyatta University"
UA000519,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Kennesaw State University"
UA000520,Master,"COMPUTER SYSTEMS ANALYSTS","Liaquat University of Medical & Health Sciences Jamshoro"
UA000521,Bachelor,"FINANCIAL MANAGERS","Universidade Federal Rural do Rio de Janeiro"
UA000522,Bachelor,"DENTISTS, GENERAL","Universidad Nacional Experimental Romulo Gallegos"
UA000523,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","LICCSAL Business College"
UA000524,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tver State Technical University"
UA000525,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","St. Anthony College of Nursing"
UA000526,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Harvard University"
UA000527,Bachelor,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","Kuban State University"
UA000528,Master,CHEMISTS,"Jadavpur University"
UA000529,Master,"COMPUTER SYSTEMS ANALYSTS","Fachhochschulstudiengänge Hagenberg"
UA000530,Doctor,"COMPUTER SYSTEMS ANALYSTS","Kansai Medical University"
UA000531,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Instituto Superior de Ciências Empresariais e de Turismo"
UA000532,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Tokai Gakuen University"
UA000533,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universität für Musik und darstellende Kunst Graz"
UA000534,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","University School of Physical Education"
UA000535,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Nankai University"
UA000536,Bachelor,"ELECTRICAL ENGINEERS","Ecole Européen des Affaires"
UA000537,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Católica Madre y Maestra"
UA000538,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Chonbuk National University"
UA000539,Bachelor,"FAMILY AND GENERAL PRACTITIONERS","Universidad Católica Nuestra Senora de la Asunción"
UA000540,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad de Manizales"
UA000541,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade de Vila Velha"
UA000542,Master,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Berklee College of Music"
UA000543,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Wisconsin Lutheran College"
UA000544,Doctor,"COMPUTER SYSTEMS ANALYSTS","Penza State University"
UA000545,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Kazan State Academy of Architecture and Civil Engineering"
UA000546,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Baldwin-Wallace College"
UA000547,Master,"ARCHITECTURAL AND ENGINEERING MANAGERS","Ecole Nationale Supérieure des Telecommunications de Bretagne"
UA000548,Master,"INDUSTRIAL PRODUCTION MANAGERS","Patuakhali Science and Technology University"
UA000549,Bachelor,"ACCOUNTANTS AND AUDITORS","Kuvempu University"
UA000550,Bachelor,"MECHANICAL ENGINEERS","Bhavnagar University"
