SeekerSkillSetId,UserAccountId,SkillSetId,SkillLevel
1164,UA001874,120,II
1165,UA004604,653,I
1166,UA004365,97,II
1167,UA007022,167,III
1168,UA003200,2059,II
1169,UA000678,983,I
1170,UA005673,1149,II
1171,UA008434,1217,III
1172,UA000511,3648,II
1173,UA002640,1465,I
1174,UA002665,3671,II
1175,UA007603,1875,III
1176,UA005732,2677,II
1177,UA008604,5451,I
1178,UA006230,5718,II
1179,UA009971,4037,III
1180,UA004557,5412,II
1181,UA009559,1235,I
1182,UA008648,1068,II
1183,UA003091,153,III
1184,UA000996,912,II
1185,UA004926,584,I
1186,UA001351,1652,II
1187,UA010170,5691,III
1188,UA002689,1960,II
1189,UA007972,4545,I
1190,UA008487,5927,II
1191,UA001050,2281,III
1192,UA005434,3724,II
1193,UA006501,4552,I
1194,UA006599,54,II
1195,UA009231,5123,III
1196,UA002849,1926,II
1197,UA001348,3753,I
1198,UA003155,4220,II
1199,UA007452,895,III
1200,UA007515,1296,II
1201,UA004204,1275,I
1202,UA003765,436,II
1203,UA000970,2764,III
1204,UA008856,4776,II
1205,UA007936,3459,I
1206,UA005226,2550,II
1207,UA005127,2477,III
1208,UA008784,4429,II
1209,UA003365,4506,I
1210,UA006635,5080,II
1211,UA002055,562,III
1212,UA007554,952,II
1213,UA007060,5370,I
1214,UA004081,3747,II
1215,UA006938,398,III
1216,UA009051,5619,II
1217,UA005623,3138,I
1218,UA010003,5735,II
1219,UA003740,1815,III
1220,UA008195,817,II
1221,UA004722,341,I
1222,UA002010,4698,II
1223,UA000124,5698,III
1224,UA000173,2436,II
1225,UA004520,5363,I
1226,UA006445,4568,II
1227,UA008219,380,III
1228,UA008997,3306,II
1229,UA000101,3433,I
1230,UA000803,624,II
1231,UA009844,3664,III
1232,UA007164,1508,II
1233,UA001744,511,I
1234,UA008585,2499,II
1235,UA005524,599,III
1236,UA005478,759,II
1237,UA008005,2455,I
1238,UA002643,4168,II
1239,UA003222,5544,III
1240,UA005275,5364,II
1241,UA000043,4624,I
1242,UA008148,2684,II
1243,UA001649,5192,III
1244,UA006244,770,II
1245,UA002052,3357,I
1246,UA003537,3107,II
1247,UA009355,4214,III
1248,UA010149,4994,II
1249,UA007970,5291,I
1250,UA009453,5340,II
1251,UA007858,4550,III
1252,UA004235,1048,II
1253,UA002754,5728,I
1254,UA009840,3681,II
1255,UA000536,1754,III
1256,UA010073,2436,II
1257,UA007179,5059,I
1258,UA008507,1530,II
1259,UA007228,1372,III
1260,UA001339,5254,II
1261,UA005214,5828,I
1262,UA002847,1720,II
1263,UA000274,160,III
1264,UA006651,5793,II
1265,UA006394,3908,I
1266,UA005183,3357,II
1267,UA000688,442,III
1268,UA006793,5668,II
1269,UA002583,3559,I
1270,UA004142,75,II
1271,UA004471,5216,III
1272,UA009088,3574,II
1273,UA008260,1142,I
1274,UA001571,5266,II
1275,UA004191,4937,III
1276,UA004742,191,II
1277,UA006926,4348,I
1278,UA008307,373,II
1279,UA007563,1299,III
1280,UA002228,1022,II
1281,UA001546,73,I
1282,UA009418,4405,II
1283,UA001077,1752,III
1284,UA009642,2612,II
1285,UA003651,3541,I
1286,UA009090,3690,II
1287,UA009007,3137,III
1288,UA007678,3374,II
1289,UA003287,4827,I
1290,UA004315,2220,II
1291,UA003322,1919,III
1292,UA006562,1586,II
1293,UA003307,5355,I
1294,UA003704,3414,II
1295,UA002945,3637,III
1296,UA003923,2944,II
1297,UA008159,2188,I
1298,UA001636,629,II
1299,UA002812,2678,III
1300,UA003730,2269,II
1301,UA002284,3779,I
1302,UA008474,133,II
1303,UA002872,886,III
1304,UA000061,3689,II
1305,UA000818,1094,I
1306,UA010059,5954,II
1307,UA000963,194,III
1308,UA005175,2914,II
1309,UA001000,4270,I
1310,UA002759,2953,II
1311,UA007339,644,III
1312,UA003866,1472,II
1313,UA002105,602,I
1314,UA001343,5463,II
1315,UA007802,2980,III
1316,UA000704,838,II
1317,UA004604,12,I
1318,UA003079,1160,II
1319,UA002013,2255,III
1320,UA008354,4117,II
1321,UA007081,4849,I
1322,UA004528,5672,II
1323,UA005764,4586,III
1324,UA000275,2917,II
1325,UA006665,1455,I
1326,UA008936,1701,II
1327,UA001545,990,III
1328,UA004724,61,II
1329,UA007064,895,I
1330,UA002888,4082,II
1331,UA005794,2642,III
1332,UA004357,2745,II
1333,UA007136,4164,I
1334,UA003270,2520,II
1335,UA008010,5596,III
1336,UA003567,2282,II
1337,UA005381,3419,I
1338,UA004179,3490,II
1339,UA004586,3279,III
1340,UA005488,2058,II
1341,UA007958,586,I
1342,UA009723,965,II
1343,UA002826,5034,III
1344,UA001349,4046,II
1345,UA008393,4178,I
1346,UA007598,3210,II
1347,UA007860,4185,III
1348,UA006967,2332,II
1349,UA008620,5294,I
1350,UA001808,2646,II
1351,UA005982,4287,III
1352,UA009541,1606,II
1353,UA004473,4841,I
1354,UA001591,3915,II
1355,UA001641,2692,III
1356,UA004996,2953,II
1357,UA004137,3864,I
1358,UA008630,5574,II
1359,UA005714,3856,III
1360,UA006722,3573,II
1361,UA009357,897,I
1362,UA009725,2781,II
1363,UA006202,1885,III
1364,UA007616,1682,II
1365,UA003881,942,I
1366,UA008118,4260,II
1367,UA008847,260,III
1368,UA006878,1103,II
1369,UA002010,4338,I
1370,UA003771,278,II
1371,UA003056,5880,III
1372,UA003800,2004,II
1373,UA009066,5578,I
1374,UA004044,349,II
1375,UA009668,4032,III
1376,UA009925,2582,II
1377,UA008472,3195,I
1378,UA000915,6,II
1379,UA005837,5345,III
1380,UA002586,68,II
1381,UA004285,5442,I
1382,UA008731,4629,II
1383,UA006988,1492,III
1384,UA003827,3931,II
1385,UA005441,5248,I
1386,UA009058,4402,II
1387,UA003998,1174,III
1388,UA009657,5331,II
1389,UA007888,4043,I
1390,UA003085,851,II
1391,UA005565,4765,III
1392,UA005901,5335,II
1393,UA008464,2897,I
1394,UA006314,5333,II
1395,UA003450,1216,III
1396,UA002784,2026,II
1397,UA007845,1450,I
1398,UA003439,1972,II
1399,UA004567,1340,III
1400,UA006107,5327,II
1401,UA009065,233,I
1402,UA008408,3734,II
1403,UA009184,3121,III
1404,UA004646,4144,II
1405,UA006075,3816,I
1406,UA003325,2076,II
1407,UA008264,4909,III
1408,UA001243,4119,II
1409,UA004759,238,I
1410,UA004566,3553,II
1411,UA006894,4595,III
1412,UA006321,1671,II
1413,UA003925,2223,I
1414,UA003027,4020,II
1415,UA003687,21,III
1416,UA006384,4190,II
1417,UA002406,2931,I
1418,UA004008,698,II
1419,UA001640,2479,III
1420,UA002593,279,II
1421,UA004196,4718,I
1422,UA009008,3236,II
1423,UA007188,399,III
1424,UA008550,3347,II
1425,UA001740,5950,I
1426,UA000407,3157,II
1427,UA009329,962,III
1428,UA009216,2292,II
1429,UA005031,588,I
1430,UA009060,3577,II
1431,UA006148,423,III
1432,UA000970,1369,II
1433,UA000920,1098,I
1434,UA007090,3452,II
1435,UA004161,301,III
1436,UA005610,5334,II
1437,UA002999,189,I
1438,UA009119,1789,II
1439,UA006850,1387,III
1440,UA003347,1942,II
1441,UA003441,732,I
1442,UA007815,4605,II
1443,UA008961,5054,III
1444,UA000978,3990,II
1445,UA009089,2097,I
1446,UA008084,2523,II
1447,UA006576,2768,III
1448,UA006680,1595,II
1449,UA002144,607,I
1450,UA008680,4536,II
1451,UA005038,3233,III
1452,UA004013,369,II
1453,UA002708,3535,I
1454,UA008597,4797,II
1455,UA008257,686,III
1456,UA008825,1822,II
1457,UA006354,3011,I
1458,UA003608,1131,II
1459,UA002523,798,III
1460,UA004481,5053,II
1461,UA007569,4068,I
1462,UA000519,272,II
1463,UA004699,5919,III
1464,UA005416,86,II
1465,UA004123,2517,I
1466,UA000982,5895,II
1467,UA005923,3525,III
1468,UA005090,2172,II
1469,UA005669,4576,I
1470,UA002613,3080,II
1471,UA002611,5642,III
1472,UA002913,5099,II
1473,UA000739,559,I
1474,UA001291,4259,II
1475,UA004907,5552,III
1476,UA000293,4098,II
1477,UA002054,5409,I
1478,UA009539,2063,II
1479,UA006574,1258,III
1480,UA001946,1892,II
1481,UA004214,2635,I
1482,UA004622,358,II
1483,UA008262,2096,III
1484,UA008088,2183,II
1485,UA007003,3233,I
1486,UA007397,5408,II
1487,UA004312,2512,III
1488,UA007998,5892,II
1489,UA007500,4143,I
1490,UA007430,4195,II
1491,UA005561,5404,III
1492,UA006862,5720,II
1493,UA003955,5825,I
1494,UA001714,4172,II
1495,UA003585,432,III
1496,UA009890,113,II
1497,UA008850,764,I
1498,UA002770,4720,II
1499,UA007112,2832,III
1500,UA009571,1018,II
1501,UA001209,2830,I
1502,UA000039,611,II
1503,UA000791,3525,III
1504,UA006637,46,II
1505,UA005122,3372,I
1506,UA007510,1972,II
1507,UA006999,4278,III
1508,UA003056,5277,II
1509,UA002580,4049,I
1510,UA009958,5193,II
1511,UA001106,643,III
1512,UA006224,1455,II
1513,UA004574,5459,I
1514,UA004859,2765,II
1515,UA003315,840,III
1516,UA003461,3147,II
1517,UA003878,430,I
1518,UA006090,4727,II
1519,UA004654,2032,III
1520,UA005024,4429,II
1521,UA002051,4494,I
1522,UA004542,1592,II
1523,UA001603,4765,III
1524,UA007415,4842,II
1525,UA009391,1447,I
1526,UA004431,4824,II
1527,UA009202,2552,III
1528,UA008592,5138,II
1529,UA006718,4296,I
1530,UA008289,5465,II
1531,UA007774,4272,III
1532,UA004936,406,II
1533,UA003064,5709,I
1534,UA003312,2435,II
1535,UA009980,4010,III
1536,UA003721,1181,II
1537,UA009405,4622,I
1538,UA006477,3089,II
1539,UA004242,3850,III
1540,UA003236,3375,II
1541,UA001057,3053,I
1542,UA001942,971,II
1543,UA001639,446,III
1544,UA007783,656,II
1545,UA002947,2978,I
1546,UA007126,5939,II
1547,UA000243,5035,III
1548,UA005706,882,II
1549,UA004213,1919,I
1550,UA000002,5333,II
1551,UA008619,3837,III
1552,UA009413,340,II
1553,UA003336,1367,I
1554,UA004205,5903,II
1555,UA004597,3725,III
1556,UA003111,3511,II
1557,UA003909,2479,I
1558,UA004290,1888,II
1559,UA003401,5112,III
1560,UA000816,1266,II
1561,UA003773,4401,I
1562,UA003305,2368,II
1563,UA001044,2456,III
1564,UA005686,638,II
1565,UA005307,56,I
1566,UA001650,5738,II
1567,UA004951,2776,III
1568,UA002692,1468,II
1569,UA004650,730,I
1570,UA006979,1328,II
1571,UA001571,650,III
1572,UA002763,3849,II
1573,UA007582,4853,I
1574,UA001378,4368,II
1575,UA009615,5791,III
1576,UA009509,5670,II
1577,UA000238,3015,I
1578,UA007526,293,II
1579,UA009332,2823,III
1580,UA007841,2466,II
1581,UA005181,2045,I
1582,UA004756,3893,II
1583,UA000400,2321,III
1584,UA003346,2128,II
1585,UA007009,3584,I
1586,UA007630,1031,II
1587,UA002216,2281,III
1588,UA009117,2010,II
1589,UA004222,2144,I
1590,UA000100,2199,II
1591,UA001823,1307,III
1592,UA002233,4882,II
1593,UA001951,4896,I
1594,UA001664,3541,II
1595,UA006682,3859,III
1596,UA000626,4152,II
1597,UA004886,1997,I
1598,UA008195,5314,II
1599,UA003191,3330,III
1600,UA000633,854,II
1601,UA005440,4933,I
1602,UA001543,819,II
1603,UA006547,2674,III
1604,UA000880,4902,II
1605,UA002102,2237,I
1606,UA003315,4190,II
1607,UA008610,1587,III
1608,UA006652,3676,II
1609,UA007583,5781,I
1610,UA006237,4049,II
1611,UA005101,616,III
1612,UA009139,3013,II
1613,UA008124,4458,I
1614,UA005560,4650,II
1615,UA006344,599,III
1616,UA001827,2616,II
1617,UA001885,4193,I
1618,UA010148,4147,II
1619,UA009478,524,III
1620,UA001723,559,II
1621,UA000338,5574,I
1622,UA009630,5718,II
1623,UA009140,4980,III
1624,UA008028,501,II
1625,UA007934,933,I
1626,UA008226,469,II
1627,UA003023,4048,III
1628,UA006999,3870,II
1629,UA004933,3001,I
1630,UA004664,5576,II
1631,UA001668,3026,III
1632,UA004499,3884,II
1633,UA004626,3742,I
1634,UA009632,1431,II
1635,UA009710,3799,III
1636,UA005967,3669,II
1637,UA010148,1846,I
1638,UA005082,2597,II
1639,UA006200,1269,III
1640,UA002846,1349,II
1641,UA007458,3291,I
1642,UA000515,5180,II
1643,UA001909,550,III
1644,UA006049,360,II
1645,UA004031,19,I
1646,UA004208,3766,II
1647,UA006524,678,III
1648,UA006222,5296,II
1649,UA003898,5950,I
1650,UA005248,2209,II
1651,UA009975,2502,III
1652,UA003337,982,II
1653,UA000369,356,I
1654,UA004652,1488,II
1655,UA007697,2465,III
1656,UA006641,5331,II
1657,UA003927,431,I
1658,UA003152,4139,II
1659,UA009450,5467,III
1660,UA004563,2372,II
1661,UA002611,1153,I
1662,UA010029,5219,II
1663,UA002343,5896,III
1664,UA001175,4268,II
1665,UA006827,871,I
1666,UA004410,2936,II
1667,UA001067,5807,III
1668,UA001406,4891,II
1669,UA000172,66,I
1670,UA000640,5498,II
1671,UA000350,3136,III
1672,UA009576,1304,II
1673,UA006680,5396,I
1674,UA005747,1799,II
1675,UA006379,519,III
1676,UA006813,3713,II
1677,UA009713,83,I
1678,UA003685,3838,II
1679,UA000116,1418,III
1680,UA006456,3422,II
1681,UA001401,5904,I
1682,UA003524,1637,II
1683,UA002830,1796,III
1684,UA007391,2272,II
1685,UA008447,1310,I
1686,UA004745,352,II
1687,UA006278,5433,III
1688,UA002219,5213,II
1689,UA000623,2893,I
1690,UA003902,4592,II
1691,UA001234,437,III
1692,UA008377,5650,II
1693,UA003980,5462,I
1694,UA003634,2373,II
1695,UA007096,1628,III
1696,UA001074,3975,II
1697,UA005914,3949,I
1698,UA008535,5869,II
1699,UA009459,830,III
1700,UA002454,5566,II
1701,UA001340,931,I
1702,UA007829,3990,II
1703,UA007208,4082,III
1704,UA008051,1159,II
1705,UA009852,4896,I
1706,UA004526,610,II
1707,UA006597,1615,III
1708,UA006950,2561,II
1709,UA001356,5291,I
1710,UA008248,5882,II
1711,UA006768,4184,III
1712,UA006089,1915,II
1713,UA009178,693,I
1714,UA001244,2340,II
1715,UA001695,4181,III
1716,UA000181,5421,II
1717,UA000743,1710,I
1718,UA004671,1569,II
1719,UA005264,3685,III
1720,UA009161,3616,II
1721,UA004637,5033,I
1722,UA001395,441,II
1723,UA004838,4692,III
1724,UA000951,245,II
1725,UA003571,2479,I
1726,UA009366,1541,II
1727,UA002931,5646,III
1728,UA005600,4081,II
1729,UA002008,1207,I
1730,UA005378,5402,II
1731,UA004117,3164,III
1732,UA003845,3482,II
1733,UA004007,3627,I
1734,UA001121,5369,II
1735,UA010065,2783,III
1736,UA009251,4567,II
1737,UA004545,5199,I
1738,UA002284,4606,II
1739,UA002170,1971,III
1740,UA006895,4464,II
1741,UA005451,4586,I
1742,UA000218,4401,II
1743,UA006649,750,III
1744,UA001453,2152,II
1745,UA008209,1603,I
1746,UA007919,2879,II
1747,UA008317,1899,III
1748,UA007127,5058,II
1749,UA006004,3080,I
1750,UA009781,143,II
1751,UA004114,1012,III
1752,UA008126,3440,II
1753,UA001043,3087,I
1754,UA001029,3238,II
1755,UA007930,3456,III
1756,UA003827,4980,II
1757,UA007517,5062,I
1758,UA007663,510,II
1759,UA007040,1864,III
1760,UA008123,49,II
1761,UA002335,2594,I
1762,UA000757,111,II
1763,UA004431,2457,III
1764,UA000153,910,II
1765,UA009417,1295,I
1766,UA006743,1500,II
1767,UA007040,5966,III
1768,UA009896,1850,II
1769,UA000955,1697,I
1770,UA003053,5150,II
1771,UA002490,1768,III
1772,UA004820,552,II
1773,UA008342,1317,I
1774,UA002426,1712,II
1775,UA000945,414,III
1776,UA003943,2248,II
1777,UA001763,3611,I
1778,UA002502,4666,II
1779,UA003584,4650,III
1780,UA003647,388,II
1781,UA008818,4779,I
1782,UA002376,4485,II
1783,UA002129,2434,III
1784,UA002205,3397,II
1785,UA000431,4394,I
1786,UA001872,4948,II
1787,UA002326,30,III
1788,UA005716,2272,II
1789,UA004599,5766,I
1790,UA004365,471,II
1791,UA004109,3421,III
1792,UA002807,2734,II
1793,UA005335,3773,I
1794,UA000273,2848,II
1795,UA009691,5592,III
1796,UA001547,2331,II
1797,UA005873,5080,I
1798,UA004107,911,II
1799,UA005316,5813,III
1800,UA007020,5026,II
1801,UA008970,4623,I
1802,UA002669,4078,II
1803,UA001894,2833,III
1804,UA005482,1164,II
1805,UA002526,4299,I
1806,UA008187,4974,II
1807,UA006328,780,III
1808,UA004472,2994,II
1809,UA000273,3206,I
1810,UA003753,3970,II
1811,UA008276,5578,III
1812,UA001790,2453,II
1813,UA009864,2451,I
1814,UA008912,2142,II
1815,UA005492,1532,III
1816,UA000802,1106,II
1817,UA007742,3381,I
1818,UA001658,2484,II
1819,UA007174,3819,III
1820,UA000802,2238,II
1821,UA003792,4255,I
1822,UA006923,5586,II
1823,UA004696,5895,III
1824,UA004678,1299,II
1825,UA008707,3790,I
1826,UA001292,3045,II
1827,UA002416,3491,III
1828,UA001321,2025,II
1829,UA005760,4547,I
1830,UA003276,202,II
1831,UA002894,4789,III
1832,UA003409,2642,II
1833,UA003408,3637,I
1834,UA004510,2797,II
1835,UA007973,5819,III
1836,UA007693,3889,II
1837,UA002682,2794,I
1838,UA003405,1053,II
1839,UA007382,1550,III
1840,UA008977,5452,II
1841,UA003321,941,I
1842,UA002839,968,II
1843,UA009849,4006,III
1844,UA006662,3196,II
1845,UA002948,5448,I
1846,UA004433,33,II
1847,UA002719,3886,III
1848,UA006024,4804,II
1849,UA007022,5224,I
1850,UA000497,5454,II
1851,UA001962,2413,III
1852,UA001293,2334,II
1853,UA006841,2297,I
1854,UA005871,3246,II
1855,UA008732,2947,III
1856,UA004050,4159,II
1857,UA005204,2795,I
1858,UA009319,4276,II
1859,UA005037,3388,III
1860,UA001580,581,II
1861,UA007715,3952,I
1862,UA008227,2112,II
1863,UA000544,5167,III
1864,UA001461,303,II
1865,UA000189,3773,I
1866,UA010108,1720,II
1867,UA007615,5725,III
1868,UA009251,5879,II
1869,UA000141,4342,I
1870,UA010081,4626,II
1871,UA002411,2964,III
1872,UA004535,3761,II
1873,UA006321,1154,I
1874,UA004537,1415,II
1875,UA006428,5679,III
1876,UA009358,3560,II
1877,UA010162,5756,I
1878,UA007911,1234,II
1879,UA000907,5588,III
1880,UA004527,1655,II
1881,UA000972,5468,I
1882,UA002056,3692,II
1883,UA006181,1447,III
1884,UA002574,1046,II
1885,UA006330,1404,I
1886,UA008541,4535,II
1887,UA008429,2392,III
1888,UA002143,1953,II
1889,UA009245,2387,I
1890,UA007068,5137,II
1891,UA009833,5455,III
1892,UA007491,2314,II
1893,UA007184,2530,I
1894,UA009313,3108,II
1895,UA008661,2230,III
1896,UA010128,605,II
1897,UA008307,2562,I
1898,UA002022,736,II
1899,UA002939,2611,III
1900,UA008488,35,II
1901,UA000386,978,I
1902,UA004711,1554,II
1903,UA005099,2153,III
1904,UA000224,4204,II
1905,UA005129,304,I
1906,UA009658,4174,II
1907,UA009146,284,III
1908,UA004886,2290,II
1909,UA000350,4720,I
1910,UA009226,1832,II
1911,UA003986,245,III
1912,UA005224,2948,II
1913,UA004202,1245,I
1914,UA002784,1994,II
1915,UA004164,3215,III
1916,UA003079,177,II
1917,UA008501,2166,I
1918,UA003060,5437,II
1919,UA000959,5502,III
1920,UA001679,3457,II
1921,UA006010,5980,I
1922,UA006531,2566,II
1923,UA009208,4406,III
1924,UA006708,2145,II
1925,UA005279,1086,I
1926,UA006194,798,II
1927,UA009116,1043,III
1928,UA007058,3960,II
1929,UA001330,5321,I
1930,UA005761,1341,II
1931,UA009854,5226,III
1932,UA007385,1017,II
1933,UA009336,5404,I
1934,UA004855,4479,II
1935,UA000695,3784,III
1936,UA008043,5283,II
1937,UA004635,5981,I
1938,UA005719,4708,II
1939,UA009044,1463,III
1940,UA005412,1982,II
1941,UA002753,1426,I
1942,UA001187,879,II
1943,UA004655,1306,III
1944,UA000497,1998,II
1945,UA000772,2147,I
1946,UA007085,141,II
1947,UA005053,1031,III
1948,UA005236,3442,II
1949,UA004640,3885,I
1950,UA009434,5560,II
1951,UA003230,3377,III
1952,UA006807,2439,II
1953,UA003191,4492,I
1954,UA009386,748,II
1955,UA008318,4732,III
1956,UA009354,3939,II
1957,UA002737,4382,I
1958,UA000502,774,II
1959,UA006218,5854,III
1960,UA003001,3089,II
1961,UA003480,3661,I
1962,UA002532,1123,II
1963,UA001025,1202,III
1964,UA001122,1985,II
1965,UA000705,4725,I
1966,UA004983,1954,II
1967,UA005715,3970,III
1968,UA009796,1896,II
1969,UA001458,3062,I
1970,UA009151,5568,II
1971,UA006065,2716,III
1972,UA003930,3916,II
1973,UA004687,1971,I
1974,UA008545,2401,II
1975,UA000744,5163,III
1976,UA009565,1541,II
1977,UA005873,4375,I
1978,UA009306,3567,II
1979,UA007977,3391,III
1980,UA004911,5854,II
1981,UA000846,245,I
1982,UA009949,4703,II
1983,UA005654,3214,III
1984,UA006859,4855,II
1985,UA003571,3436,I
1986,UA002705,1965,II
1987,UA003529,272,III
1988,UA007439,3524,II
1989,UA007517,1000,I
1990,UA001796,5261,II
1991,UA005807,2214,III
1992,UA001244,4358,II
1993,UA003305,5772,I
1994,UA007573,5354,II
1995,UA010119,3475,III
1996,UA005676,2812,II
1997,UA004247,2479,I
1998,UA001356,3581,II
1999,UA006782,3217,III
2000,UA003550,1461,II
2001,UA000747,5790,I
2002,UA007560,2094,II
2003,UA002685,5874,III
2004,UA009113,2334,II
2005,UA006832,419,I
2006,UA005585,946,II
2007,UA000362,3867,III
2008,UA006493,512,II
2009,UA007084,5457,I
2010,UA006375,896,II
2011,UA008698,85,III
2012,UA008420,2790,II
2013,UA001709,5177,I
2014,UA006235,2435,II
2015,UA005098,3752,III
2016,UA006388,133,II
2017,UA009969,5078,I
2018,UA000624,2676,II
2019,UA008345,3158,III
2020,UA001639,1513,II
2021,UA003031,2110,I
2022,UA001931,1890,II
2023,UA000592,2639,III
2024,UA000081,1626,II
2025,UA006336,5535,I
2026,UA001467,367,II
2027,UA010044,5923,III
2028,UA004722,3786,II
2029,UA001977,2765,I
2030,UA005512,2737,II
2031,UA001342,4390,III
2032,UA007403,3777,II
2033,UA004752,86,I
2034,UA005418,5999,II
2035,UA009310,2462,III
2036,UA008599,3146,II
2037,UA008254,511,I
2038,UA003229,4948,II
2039,UA003118,5273,III
2040,UA004820,1766,II
2041,UA002171,2174,I
2042,UA006719,1002,II
2043,UA002448,4557,III
2044,UA004357,2427,II
2045,UA001232,241,I
2046,UA002869,2780,II
2047,UA001066,5955,III
2048,UA003952,5283,II
2049,UA007421,3258,I
2050,UA002429,5997,II
2051,UA010044,1991,III
2052,UA003757,2157,II
2053,UA006305,1196,I
2054,UA008420,5961,II
2055,UA003146,4731,III
2056,UA006765,199,II
2057,UA000959,3592,I
2058,UA002433,4181,II
2059,UA003588,4647,III
2060,UA009177,5275,II
2061,UA008589,5875,I
2062,UA000515,4090,II
2063,UA002848,3607,III
2064,UA005204,1846,II
2065,UA006811,3012,I
2066,UA008729,2398,II
2067,UA009823,5841,III
2068,UA006537,2393,II
2069,UA006203,5487,I
2070,UA008318,2540,II
2071,UA010143,5129,III
2072,UA005512,5207,II
2073,UA008088,5083,I
2074,UA009618,2385,II
2075,UA008594,2002,III
2076,UA005391,2500,II
2077,UA000205,2493,I
2078,UA000381,3076,II
2079,UA007026,3613,III
2080,UA005577,413,II
2081,UA000214,3436,I
2082,UA003662,2761,II
2083,UA009269,3964,III
2084,UA009641,4618,II
2085,UA000165,3660,I
2086,UA009678,1031,II
2087,UA000355,2059,III
2088,UA005927,3719,II
2089,UA003123,653,I
2090,UA006634,1135,II
2091,UA006491,995,III
2092,UA009328,4734,II
2093,UA008626,2435,I
2094,UA003577,5039,II
2095,UA003652,475,III
2096,UA007222,2848,II
2097,UA006481,5134,I
2098,UA008812,3212,II
2099,UA006281,3742,III
2100,UA009252,2387,II
2101,UA002823,5713,I
2102,UA000602,5004,II
2103,UA006834,2345,III
2104,UA009847,3389,II
2105,UA005390,5161,I
2106,UA002159,5312,II
2107,UA007686,4766,III
2108,UA009047,2762,II
2109,UA010108,1661,I
2110,UA004194,784,II
2111,UA001820,2237,III
2112,UA007108,1704,II
