SkillSetId,SkillSetName
5562,LDPE
5563,"Operational Risk Management"
5564,Arbitration
5565,"Object Oriented Perl"
5566,"Microsoft MVP"
5567,"Flight Training"
5568,SRTP
5569,"Systems Engineering"
5570,PCRF
5571,Nintex
5572,"ADP ezLaborManager"
5573,"Typeface Design"
5574,"Client Aquisition"
5575,"Cisco Nexus"
5576,MTP3
5577,MMIC
5578,"Network Administration"
5579,"Temporary Placement"
5580,SX.enterprise
5581,"Wastewater Treatment"
5582,DVD
5583,"Nutritional Counseling"
5584,"IT Infrastructure Management"
5585,WDF
5586,"Environmental Management Systems"
5587,"Industrial Hygiene"
5588,"Flight Safety"
5589,"Data Migration"
5590,FTIR
5591,"IEC 61850"
5592,"ASP.NET AJAX"
5593,GSLC
5594,"Family Law"
5595,iPod
5596,Dynamics
5597,Olympic
5598,"NFPA 101"
5599,"Medical Education"
5600,"Oil &amp; Gas Services"
5601,"Weapons of Mass Destruction"
5602,Film
5603,HDCAM
5604,DH+
5605,"Hands-on Training"
5606,"RPG III"
5607,Xcalibur
5608,JFace
5609,SSCP
5610,"Process Efficiency"
5611,Pipefitting
5612,Trials
5613,NFS
5614,IGMP
5615,Pyrometallurgy
5616,EES
5617,RMI
5618,LPC
5619,DLL
5620,"Invertebrate Zoology"
5621,DPM
5622,Osteopathy
5623,"Working at Height"
5624,OHS
5625,ATP
5626,iWork
5627,HSIA
5628,xUnit
5629,Bluetooth
5630,"Climate Change"
5631,"OA Framework"
5632,Localization
5633,"Smoking Cessation"
5634,"Google Earth"
5635,Git
5636,NATO
5637,PPE
5638,"Ice Cream"
5639,"Turbo Pascal"
5640,Cerner
5641,"Junior Golf"
5642,"Product Marketing"
5643,SEM
5644,PTS
5645,"Visual Identity"
5646,MBE
5647,Experimentation
5648,"Machine Tools"
5649,JCE
5650,TDI
5651,"Long Distance Running"
5652,RDI
5653,Wholesale
5654,VTP
5655,"Quality Patient Care"
5656,"Financial Audits"
5657,"Petroleum Engineering"
5658,NCMR
5659,Omron
5660,Obstetrics
5661,LR
5662,Cd
5663,"RPG II"
5664,SGSN
5665,"Kitchen Cabinets"
5666,"Technical Documentation"
5667,"Fashion Shows"
5668,BOSIET
5669,PeopleSoft
5670,"Utilities Management"
5671,Leadership
5672,"Norton Ghost"
5673,Karate
5674,HDSL
5675,"HTML Scripting"
5676,Kodaly
5677,"Strategic Human Resources Leadership"
5678,Xcalibur
5679,IHE
5680,"Alcohol Awareness"
5681,"Microsoft Dynamics GP"
5682,Vi
5683,LPS
5684,EGL
5685,"Key Account Management"
5686,"Water Quality"
5687,"IAR Embedded Workbench"
5688,UAG
5689,"Object Oriented Design"
5690,NYSE
5691,IVA
5692,"HP Proliant"
5693,"Online Gambling"
5694,Mycobacteriology
5695,Aerohive
5696,PFD
5697,PMB
5698,WLM
5699,SNF
5700,Linux
5701,Recruiting
5702,PQQ
5703,"VMI Programs"
5704,"cGMP manufacturing"
5705,"Distance Learning"
5706,"Start-up Environment"
5707,Gnome
5708,"Corporate FP&amp;A"
5709,Otology
5710,Sculpture
5711,JSON-RPC
5712,ABR
5713,SD
5714,"Bloomberg Terminal"
5715,Overhaul
5716,Jerseys
5717,CFTC
5718,"Air Freight"
5719,"Ministry Of Defence"
5720,"Special Education"
5721,LS9
5722,RQM
5723,"Computer Graphics"
5724,VPython
5725,"Latin American Studies"
5726,CPCU
5727,"Team Management"
5728,"Commercial Awareness"
5729,"Web Services"
5730,"FTP software"
5731,PyMEL
5732,TLC
5733,Typewriter
5734,Ubuntu
5735,"DCID 6/3"
5736,OAuth
5737,"Direct Mail"
5738,Xalan
5739,MDL
5740,BPMN
5741,"Video Games"
5742,"Private Events"
5743,Pharmacy
5744,DDIC
5745,Townhomes
5746,"Natural Gas"
5747,EOU
5748,"Cisco Technologies"
5749,"Play Therapy"
5750,"Situational Awareness"
5751,DTI
5752,VSD
5753,"HD Video"
5754,RT-PCR
5755,LC-MS
5756,KDB
5757,"Report Writing"
5758,"Sleep Disorders"
5759,DVD
5760,"VFX Supervision"
5761,UIKit
5762,"Influence Others"
5763,FSI
5764,"Jimmy Jib"
5765,DBC
5766,"IBM Rational Tools"
5767,ASP.NET
5768,"OS X"
5769,"Hazard Analysis"
5770,"Graphic Illustrations"
5771,LCR
5772,Statistics
5773,OMA
5774,TTS
5775,SVOD
5776,"Document Review"
5777,"Social Skills"
5778,FTK
5779,"AutoCAD Civil 3D"
5780,Dreamweaver
5781,Ffmpeg
5782,JRun
5783,ILM
5784,"External Audit"
5785,Logistics
5786,WSE
5787,Omnibus
5788,"Order Picking"
5789,"HTML Scripting"
5790,MRDs
5791,"Thought Leadership"
5792,Turkish
5793,"TCO reduction"
5794,UltraTax
5795,"Human Anatomy"
5796,"Emergency Management"
5797,Omnis
5798,WSE
5799,"XML Databases"
5800,PTCRB
5801,"Estate Planning"
5802,PNR
5803,RDMA
5804,Scripting
5805,"xPC Target"
5806,"Flow Cytometry"
5807,VSAM
5808,Korean
5809,Backbone.js
5810,MBTI
5811,"Vector NTI"
5812,MRM
5813,GDI+
5814,"Behavior Management"
5815,GHS
5816,FCoE
5817,SDK
5818,"AX 2009"
5819,"Keyboard Skills"
5820,QMF
5821,SGML
5822,TS
5823,JSTOR
5824,"HCS 2000"
5825,Eclipse
5826,RHEL
5827,"Blue Ocean Strategy"
5828,"Artistic Eye"
5829,Myofascial
5830,PDS
5831,Dtrace
5832,"Data Analysis"
5833,"Swim Instruction"
5834,"Hyperion HFM"
5835,HTC
5836,"Workshop Facilitation"
5837,RRIF
5838,IGCC
5839,RCRA
5840,"Trade Shows"
5841,Pre-sales
5842,IEF
5843,"SDL Tridion"
5844,"Financial Risk"
5845,OS/400
5846,"Computer Science"
5847,"Utility Systems"
5848,"Total Cost of Ownership"
5849,FMEA
5850,Virtualization
5851,"Clinical Trials"
5852,"Operating Systems"
5853,Flooring
5854,Eurocodes
5855,"Hyperion HFM"
5856,"HTML Help Workshop"
5857,"Molecular Dynamics"
5858,"Stand-up Comedy"
5859,LBO
5860,Parts
5861,CTMS
5862,MGCP
5863,"White Papers"
5864,"Corporate Real Estate"
5865,"Field Work"
5866,BPCS
5867,"Tax Accounting"
5868,Vaccines
5869,MVVM
5870,"Program Development"
5871,MX960
5872,"IMS DB/DC"
5873,TSS
5874,"Unreal Editor"
5875,"WSS 2.0"
5876,CVM
5877,Psychiatry
5878,MyFaces
5879,Photojournalism
5880,Uzbek
5881,"KVM Switches"
5882,"SAP MM"
5883,"Inventory Control"
5884,Czech
5885,"Seismic Attributes"
5886,"ATM Networks"
5887,Pyrography
5888,"Blood Pressure"
5889,Merchandising
5890,Gold
5891,SDI
5892,"Pharmacy Benefit Management"
5893,"Directing Others"
5894,XDCAM
5895,Management
5896,"HR Project Management"
5897,Rhetoric
5898,Typing
5899,"Flame AA"
5900,JNCIP
5901,"Black &amp; White Photography"
5902,"McKesson STAR"
5903,ETL
5904,"Slope Stability"
5905,Olympic
5906,ePub
5907,"DNA methylation"
5908,LCR
5909,Wiring
5910,"Irrigation Management"
5911,"Compliance Oversight"
5912,"GDS systems"
5913,DDE
5914,LDO
5915,Liability
5916,"Hybrid Cloud"
5917,"Credit Analysis"
5918,"Signal Processing"
5919,Pigments
5920,PMI
5921,"Content Strategy"
5922,"HP Networking"
5923,Art
5924,GPGPU
5925,Kaizen
5926,"Type Rating"
5927,"Force Protection"
5928,"cGMP manufacturing"
5929,"Spring MVC"
5930,Patrol
5931,LPN
5932,"Global Health"
5933,FCE
5934,Listings
5935,Jiu-Jitsu
5936,"Type Design"
5937,"Jeet Kune Do"
5938,CFR
5939,"Overseas Production"
5940,"Machine Knitting"
5941,"CD covers"
5942,"Cisco IOS"
5943,Klout
5944,RTDS
5945,RTDS
5946,"Crystal Reports"
5947,"Rule Of Law"
5948,CFR
5949,JSP440
5950,SSL
5951,"Vulnerability Management"
5952,"Mobile Technology"
5953,Submittals
5954,"Animal Work"
5955,JCAPS
5956,PIM-DM
5957,Kompozer
5958,Ppk
5959,"Non-profit Volunteering"
5960,Electricity
5961,IRIS
5962,"CPM Scheduling"
5963,ODIN
5964,CFD
5965,KMS
5966,JIT
5967,"Student Financial Aid"
5968,"Sea Kayaking"
5969,AutoCAD
5970,"CDMA 1X"
5971,DST
5972,"Proposal Writing"
5973,MV
5974,EIS
5975,Biotechnology
5976,Agronomy
5977,"InfoComm CTS"
5978,NGP
5979,"Business Development"
5980,BPEL
5981,"Image Editing"
5982,"Image Editing"
5983,"HTML Emails"
5984,RRSP
5985,NHPA
5986,RMA
5987,"Rational DOORS"
5988,Animation
5989,Tunneling
5990,"Water Quality"
5991,"Sage 300 ERP"
5992,"Final Cut Pro"
5993,BPEL
5994,DLPAR
5995,"IBM Rational Rhapsody"
5996,"Zend Studio"
5997,XStream
5998,"Mobile Marketing"
5999,Swedish
6000,"Gaming Industry"
