JobPostSkillSetId,JobId,SkillSetId,SkillLevel
1386,15519,1455,II
1387,3530,939,III
1388,19723,4127,II
1389,8205,4274,I
1390,12113,1881,II
1391,10929,3945,III
1392,16366,4090,II
1393,13138,2302,I
1394,17089,3884,II
1395,8893,1216,III
1396,5030,440,II
1397,8600,486,I
1398,10988,3795,II
1399,1809,2196,III
1400,1890,303,I
1401,20094,3884,II
1402,10078,1413,III
1403,1876,3710,II
1404,8068,5393,I
1405,12363,720,II
1406,21251,3196,III
1407,17456,5674,II
1408,3385,2262,I
1409,86,673,II
1410,3972,4128,III
1411,21116,5762,II
1412,8361,5575,I
1413,11670,1431,II
1414,14209,1009,III
1415,19774,3385,II
1416,1046,2588,I
1417,12460,2839,II
1418,17820,2755,III
1419,16054,443,II
1420,3761,4300,I
1421,13383,3317,II
1422,8933,5981,III
1423,7741,3196,II
1424,16900,2044,I
1425,6923,2584,II
1426,20389,2513,III
1427,13170,4712,II
1428,11817,262,I
1429,8005,2744,II
1430,6015,3514,III
1431,16012,204,II
1432,16264,4484,I
1433,16737,5324,II
1434,5817,4117,III
1435,18693,1386,II
1436,5912,257,I
1437,7292,129,II
1438,11268,5742,III
1439,19628,3392,II
1440,19702,4936,I
1441,5925,2351,II
1442,20339,4625,III
1443,2774,5027,II
1444,9645,4150,I
1445,11465,1525,II
1446,1638,4374,III
1447,6741,3421,II
1448,11425,3812,I
1449,11442,3705,II
1450,7632,1830,III
1451,10205,3761,II
1452,6683,2394,I
1453,17776,5057,II
1454,16425,4032,III
1455,12682,5081,II
1456,4332,3779,I
1457,19535,2884,II
1458,5570,2024,III
1459,14412,2214,II
1460,7614,1195,I
1461,8902,3195,II
1462,7629,5548,III
1463,15026,13,II
1464,15506,1678,I
1465,11902,3793,II
1466,11848,257,III
1467,20070,1366,II
1468,19453,732,I
1469,14536,3491,II
1470,15636,5076,III
1471,12916,3195,II
1472,262,2226,I
1473,7868,3725,II
1474,18037,2185,III
1475,9546,5036,II
1476,2562,1848,I
1477,755,73,II
1478,19995,4066,III
1479,6863,2638,II
1480,17839,5330,I
1481,4621,2238,II
1482,693,4682,III
1483,12592,5874,II
1484,11311,2499,I
1485,17122,2518,II
1486,4179,2740,III
1487,8428,4851,II
1488,4156,2995,I
1489,18435,5800,II
1490,10743,5089,III
1491,11838,1875,II
1492,9148,1008,I
1493,3212,2773,II
1494,5289,1943,III
1495,7538,4431,II
1496,2280,842,I
1497,2587,3829,II
1498,1538,2499,III
1499,18961,2725,II
1500,1316,5078,I
1501,4709,754,II
1502,15484,615,III
1503,13489,4683,II
1504,16707,3111,I
1505,18138,3491,II
1506,12769,1798,III
1507,5583,5778,II
1508,16214,4570,I
1509,21016,2443,II
1510,11610,4305,III
1511,9031,5361,II
1512,17278,3962,I
1513,8239,3684,II
1514,10771,447,III
1515,1943,220,II
1516,1458,3750,I
1517,2389,726,II
1518,4671,257,III
1519,7895,1442,II
1520,12760,1254,I
1521,6816,4768,II
1522,8726,3062,III
1523,13919,1341,II
1524,19175,4819,I
1525,12483,4524,II
1526,13487,4315,III
1527,15803,1448,II
1528,2012,4624,I
1529,14669,564,II
1530,18152,93,III
1531,10739,5246,II
1532,8045,5990,I
1533,15235,4636,II
1534,4169,938,III
1535,9902,488,II
1536,8089,4371,I
1537,3176,669,II
1538,11656,3770,III
1539,16586,4427,II
1540,11246,3777,I
1541,3414,3025,II
1542,13680,2757,III
1543,20700,943,II
1544,6553,3746,I
1545,13892,5079,II
1546,17551,1502,III
1547,19936,188,II
1548,13418,5540,I
1549,5012,2586,II
1550,18703,586,III
1551,5284,1975,II
1552,3191,3389,I
1553,4575,5332,I
1554,5999,2031,II
1555,8324,3736,III
1556,10321,340,II
1557,15393,2252,I
1558,3626,98,II
1559,14247,414,III
1560,12454,585,II
1561,2756,4976,I
1562,20487,5835,II
1563,2505,3664,III
1564,2796,4699,II
1565,20586,5756,I
1566,16788,315,II
1567,3589,888,III
1568,13794,2710,II
1569,11815,2789,I
1570,6163,4676,II
1571,9671,3983,III
1572,11174,93,II
1573,13569,4135,I
1574,20627,5432,II
1575,9744,791,III
1576,21339,5935,II
1577,2815,1040,I
1578,14976,4374,II
1579,18294,2698,III
1580,9192,1650,II
1581,7669,497,I
1582,18969,1021,II
1583,21015,2499,III
1584,21200,4080,II
1585,15507,1900,I
1586,19105,3744,II
1587,10688,2515,III
1588,3025,3692,II
1589,20845,2233,I
1590,21228,3389,II
1591,21445,2884,III
1592,15163,3956,II
1593,9561,4270,I
1594,5160,3956,II
1595,12417,696,III
1596,14024,5031,II
1597,457,3002,I
1598,10920,3947,II
1599,4760,4959,III
1600,13560,1892,II
1601,1289,3746,I
1602,3667,5168,II
1603,5888,626,III
1604,2174,348,II
1605,14462,2854,I
1606,8770,748,II
1607,17990,2138,III
1608,13718,5439,II
1609,8739,1600,I
1610,5708,2252,II
1611,4102,3907,III
1612,12869,5033,II
1613,1867,1793,I
1614,4643,2518,II
1615,4085,632,III
1616,20050,2252,II
1617,21741,5882,I
1618,9427,3938,II
1619,12831,1662,III
1620,5324,3911,II
1621,13795,5416,I
1622,18350,2908,II
1623,17252,113,III
1624,19947,2621,II
1625,19405,1757,I
1626,21270,3902,II
1627,12570,2109,III
1628,17664,1863,II
1629,17866,2546,I
1630,19345,2220,II
1631,16854,2107,III
1632,5250,1659,II
1633,9731,2558,I
1634,2436,657,II
1635,21046,4625,III
1636,7471,3373,II
1637,2792,786,I
1638,4575,4655,II
1639,3408,4036,III
1640,3310,4173,II
1641,5528,5671,I
1642,21357,4771,II
1643,11630,3066,III
1644,3995,380,II
1645,21497,561,I
1646,13975,915,II
1647,3215,2674,III
1648,2454,2858,II
1649,12850,3117,I
1650,4496,5675,II
1651,18668,5388,III
1652,2905,4735,II
1653,9378,3911,I
1654,19705,1851,II
1655,18566,510,III
1656,10594,5610,II
1657,6951,2740,I
1658,3968,4720,II
1659,4277,2957,III
1660,15798,3558,II
1661,9512,2532,I
1662,13166,2211,II
1663,15169,84,III
1664,17698,1790,II
1665,6214,5521,I
1666,4041,1742,II
1667,3932,4670,III
1668,19038,2540,II
1669,12361,1192,I
1670,2981,1069,II
1671,18126,4650,III
1672,3641,2910,II
1673,16913,1916,I
1674,4098,4378,II
1675,19005,2302,III
1676,7222,3945,II
1677,4579,1426,I
1678,16621,5499,II
1679,2978,5136,III
1680,13778,3821,II
1681,8444,3156,I
1682,7104,1095,II
1683,5672,3312,III
1684,5252,1255,II
1685,9594,3075,I
1686,15677,3495,II
1687,6778,1593,III
1688,17192,773,II
1689,5968,4403,I
1690,21566,1751,II
1691,11240,4200,III
1692,6254,3378,II
1693,1832,103,I
1694,1365,2568,II
1695,7363,5272,III
1696,13523,4820,II
1697,823,2747,I
1698,12727,267,II
1699,3876,3136,III
1700,410,4586,II
1701,2585,4711,I
1702,11504,356,II
1703,11922,1008,III
1704,19582,2117,II
1705,16804,3490,I
1706,18018,997,II
1707,1034,144,III
1708,3325,4821,II
1709,14291,1977,I
1710,893,4394,II
1711,20819,1475,III
1712,16532,1808,II
1713,7160,4895,I
1714,18912,4125,II
1715,11581,2731,III
1716,17564,4670,II
1717,2213,5262,I
1718,7085,5917,II
1719,17529,4213,III
1720,6379,4732,II
1721,3488,1237,I
1722,7067,1713,II
1723,21225,5476,III
1724,21084,3004,II
1725,5526,251,I
1726,15036,3443,II
1727,6578,729,III
1728,17913,3918,II
1729,2642,471,I
1730,2479,5134,II
1731,8828,1690,III
1732,18981,5708,II
1733,9706,2035,I
1734,16101,5985,II
1735,11637,1513,III
1736,8377,1791,II
1737,20227,1148,I
1738,10068,3986,II
1739,16158,3584,III
1740,8372,934,II
1741,18099,1450,I
1742,12590,541,II
1743,2108,2152,III
1744,20177,1451,II
1745,11493,5702,I
1746,7086,858,II
1747,16627,5639,III
1748,853,3952,II
1749,6251,5212,I
1750,6932,3989,II
1751,12621,3548,III
1752,8643,5246,II
1753,5456,2236,I
1754,18864,3563,II
1755,21217,4301,III
1756,12935,3480,II
1757,12672,3142,I
1758,20106,1525,II
1759,382,4015,III
1760,9311,3079,II
1761,17988,4289,I
1762,14524,4963,II
1763,11493,5174,III
1764,1228,188,II
1765,9158,4726,I
1766,17852,4344,II
1767,9257,3128,III
1768,17083,803,II
1769,17981,2403,I
1770,20248,4964,II
1771,453,2116,III
1772,5659,3299,II
1773,21600,4134,I
1774,16467,900,II
1775,19329,3675,III
1776,32,591,II
1777,20119,465,I
1778,12124,3988,II
1779,12565,2138,III
1780,898,767,II
1781,14137,4880,I
1782,3738,3960,II
1783,11352,4922,III
1784,12284,1126,II
1785,9083,3786,I
1786,11242,2803,II
1787,19152,4539,III
1788,494,745,I
1789,18039,4855,II
1790,16391,1987,III
1791,11409,3589,II
1792,11244,2922,I
1793,12135,3917,II
1794,8556,1723,III
1795,20902,2330,II
1796,13802,415,I
1797,6394,5300,II
1798,4490,4701,III
1799,10998,3727,II
1800,8928,2303,I
1801,6971,4500,II
1802,6142,5542,III
1803,19556,4380,II
1804,14573,2051,I
1805,9897,449,II
1806,17631,4944,III
1807,17115,3276,II
1808,15242,1325,I
1809,14056,3843,II
1810,16495,1430,III
1811,21545,5751,II
1812,1643,3800,I
1813,13531,5480,II
1814,739,5292,III
1815,13525,3181,II
1816,15559,5113,I
1817,13306,1964,II
1818,4240,2132,III
1819,455,3979,II
1820,12776,4345,I
1821,1021,171,II
1822,9071,4952,III
1823,9064,2733,II
1824,10214,1352,I
1825,8290,2547,II
1826,4786,948,III
1827,14055,1406,II
1828,11842,5184,I
1829,2888,144,II
1830,18387,4389,III
1831,3967,2298,II
1832,7427,1254,I
1833,21786,76,II
1834,2428,3540,III
1835,15926,5002,II
1836,12354,24,I
1837,6624,727,II
1838,13507,247,III
1839,9565,1022,II
1840,16796,5331,I
1841,6613,3918,II
1842,12489,4691,III
1843,12485,2898,II
1844,4071,5563,I
1845,17568,741,II
1846,15536,4454,III
1847,3051,2031,II
1848,2339,4345,I
1849,7759,2773,II
1850,9283,647,III
1851,19614,5091,II
1852,9219,79,I
1853,21138,1957,II
1854,19696,1689,III
1855,5715,2211,II
1856,12810,4814,I
1857,5356,1899,II
1858,15244,2750,III
1859,12108,5607,II
1860,16090,2763,I
1861,13997,4781,II
1862,16070,3051,III
1863,16859,3306,II
1864,960,4235,I
1865,16405,5627,II
1866,20843,142,III
1867,15528,2285,II
1868,4197,5340,I
1869,20775,168,II
1870,11647,1895,III
1871,5090,4446,II
1872,6998,3061,I
1873,3151,4942,II
1874,8403,2748,III
1875,18127,1223,II
1876,16574,4915,I
1877,5203,236,II
1878,11968,3817,III
1879,3295,805,II
1880,20444,2944,I
1881,11773,4843,II
1882,917,1364,III
1883,1287,4779,II
1884,19563,5045,I
1885,6863,18,II
1886,6403,4892,III
1887,10279,91,II
1888,15953,5831,I
1889,555,5951,II
1890,7850,3873,III
1891,19187,5695,II
1892,13057,5079,I
1893,16641,500,II
1894,19662,1593,III
1895,15448,3304,II
1896,3818,3214,I
1897,9547,5470,II
1898,5134,2357,III
1899,2185,4247,II
1900,16537,1933,I
1901,6470,2523,II
1902,19598,1775,III
1903,12567,5169,II
1904,20290,4907,I
1905,8606,2975,II
1906,20120,4030,III
1907,5759,754,II
1908,16202,5478,I
1909,18540,4303,II
1910,20878,96,III
1911,11486,2990,II
1912,8097,5773,I
1913,14014,592,II
1914,16712,5072,III
1915,14987,5209,II
1916,13375,4814,I
1917,8647,625,II
1918,8085,2516,III
1919,11812,3366,II
1920,16881,2400,I
1921,17542,3850,II
1922,8551,1087,III
1923,14722,2457,II
1924,15662,5612,I
1925,16699,660,II
1926,15512,5220,III
1927,4716,121,II
1928,16997,5771,I
1929,20741,1546,II
1930,14906,4031,III
1931,6215,5302,II
1932,3130,122,I
1933,2790,5530,II
1934,16243,1482,III
1935,2429,4110,II
1936,2958,272,I
1937,4359,88,II
1938,7473,1826,III
1939,11830,280,II
1940,3453,585,I
1941,17370,4839,I
1942,13633,174,II
1943,15583,4943,III
1944,7966,3926,II
1945,9409,1761,I
1946,19817,5546,II
1947,15076,5356,III
1948,20004,3574,II
1949,4568,1387,I
1950,13571,2621,II
1951,1651,391,III
1952,12225,771,II
1953,7776,2094,I
1954,5220,4242,II
1955,419,4162,III
1956,5909,2363,II
1957,14467,4720,I
1958,20939,2153,II
1959,3379,546,III
1960,13038,2638,II
1961,10878,5415,I
1962,15721,4684,II
1963,20701,702,III
1964,1847,1314,II
1965,405,946,I
1966,10627,5707,II
1967,5848,437,III
1968,3292,5401,II
1969,20153,5031,I
1970,12835,4760,II
1971,16143,4606,III
1972,19058,3790,II
1973,21641,3111,I
1974,10357,2701,II
1975,19366,2948,III
1976,13277,1899,II
1977,20486,5420,I
1978,21063,5119,II
1979,3179,4094,III
1980,19087,2823,II
1981,4374,3631,I
1982,9007,1186,II
1983,16532,3257,III
1984,11438,5743,II
1985,1498,4700,I
1986,15615,5006,II
1987,9126,2884,III
1988,18536,4903,II
1989,902,2207,I
1990,16709,3474,II
1991,18142,3242,III
1992,21765,3645,II
1993,375,3198,I
1994,5209,5813,II
1995,4386,1356,III
1996,13953,5757,II
1997,4486,3927,I
1998,20575,3375,II
1999,381,344,III
2000,14585,3654,II
2001,5377,434,I
2002,3332,1351,II
2003,21504,1213,III
2004,7809,3124,II
2005,15634,4380,I
2006,7673,601,II
2007,9850,5,III
2008,8303,704,II
2009,1407,475,I
2010,3428,4412,II
2011,2756,647,III
2012,17650,2421,II
2013,13494,1331,I
2014,15963,4807,II
2015,10468,4375,III
2016,1756,4641,II
2017,9793,89,I
2018,14575,4910,II
2019,17707,2985,III
2020,518,268,II
2021,1823,4578,I
2022,16421,5042,II
2023,19314,2115,III
2024,10090,2587,II
2025,9602,2395,I
2026,20187,1072,II
2027,10084,5679,III
2028,21143,248,II
2029,14236,4011,I
2030,2959,1548,II
2031,21742,1535,III
2032,6169,4686,II
2033,15947,5353,I
2034,2384,3949,II
2035,6705,5749,III
2036,16456,239,II
2037,20589,3416,I
2038,17337,2731,II
2039,20050,1889,III
2040,18727,4099,II
2041,13882,1896,I
2042,11440,4089,II
2043,9350,4354,III
2044,14537,3892,II
2045,20206,1382,I
2046,19968,679,II
2047,19609,4203,III
2048,13269,2333,II
2049,21262,3484,I
2050,20607,1449,II
2051,5327,609,III
2052,3132,4890,II
2053,2343,3362,I
2054,10180,2571,II
2055,12011,4054,III
2056,7491,1716,II
2057,20171,2378,I
2058,17453,205,II
2059,2760,5745,III
2060,8509,808,II
2061,20460,3798,I
2062,13636,1556,II
2063,3482,5668,III
2064,9548,3115,II
2065,4684,2745,I
2066,12427,2595,II
2067,8990,1618,III
2068,19242,1775,II
2069,1187,4325,I
2070,16151,881,II
2071,18313,3287,III
2072,7523,2396,II
2073,10134,2206,I
2074,6778,5073,II
2075,8729,5964,III
2076,6845,3450,II
2077,21042,5869,I
2078,5703,5101,II
2079,5416,566,III
2080,20025,3793,II
2081,15180,4122,I
2082,16536,5498,II
2083,17259,913,III
2084,13876,706,II
2085,5828,5703,I
2086,9988,2533,II
2087,2512,5654,III
2088,11331,3361,II
2089,12200,5976,I
2090,9254,1620,II
2091,16579,1827,III
2092,9536,2206,II
2093,20462,1533,I
2094,9590,4676,II
2095,8801,3635,III
2096,10786,4381,II
2097,18698,2806,I
2098,7303,2867,II
2099,18293,3677,III
2100,17104,5466,II
2101,18999,20,I
2102,4852,2093,II
2103,14283,402,III
2104,6176,5439,II
2105,14912,1072,I
2106,10662,5320,II
2107,3446,2757,III
2108,18459,2597,II
2109,3697,1307,I
2110,21574,4545,II
2111,16477,415,III
2112,3256,3681,II
2113,10287,5008,I
2114,18755,5592,II
2115,5198,5412,III
2116,9718,3242,II
2117,10075,729,I
2118,170,4687,II
2119,20567,5923,III
2120,15490,216,II
2121,13030,1241,I
2122,1120,1740,II
2123,9335,5564,III
2124,5745,3065,II
2125,754,5169,I
2126,10047,3648,II
2127,19160,4687,III
2128,19330,2654,II
2129,3341,1930,I
2130,4481,5501,II
2131,10137,2064,III
2132,19885,4693,II
2133,18931,4605,I
2134,14098,2343,II
2135,15611,1173,III
2136,18746,4774,II
2137,322,1804,I
2138,18321,3118,II
2139,9741,3403,III
2140,14034,1289,II
2141,11576,5173,I
2142,20998,5704,II
2143,7028,5385,III
2144,21233,5699,II
2145,7009,3173,I
2146,5392,3706,II
2147,2615,616,III
2148,11152,1224,II
2149,4317,1645,I
2150,4211,4369,II
2151,17872,4607,III
2152,14624,3370,II
2153,13786,4034,I
2154,7793,1876,II
2155,4545,5402,III
2156,15398,3196,II
2157,16503,81,I
2158,12356,1233,II
2159,19912,4463,III
2160,12653,5477,II
2161,187,4849,I
2162,7773,16,II
2163,1073,3564,III
2164,273,2157,II
2165,2840,5569,I
2166,7541,3700,II
2167,14539,1705,III
2168,12424,2625,II
2169,20979,4175,I
2170,4254,3382,II
2171,12941,3441,III
2172,17095,4032,II
2173,15381,1254,I
2174,11026,90,II
2175,6036,4658,III
2176,10801,4495,I
2177,13513,3325,II
2178,20900,3535,III
2179,15394,3771,II
2180,9732,5808,I
2181,7868,3512,II
2182,4305,4181,III
2183,15442,5180,II
2184,2406,4782,I
2185,11412,4526,II
2186,4116,1405,III
2187,1471,3441,II
2188,14682,2700,I
2189,6975,4039,II
2190,9396,2599,III
2191,8854,2046,II
2192,1494,3990,I
2193,4911,2239,II
2194,8160,2734,III
2195,7688,400,II
2196,14366,3279,I
2197,6059,5651,II
2198,14690,1932,III
2199,15409,1872,II
2200,1911,3581,I
2201,3364,683,II
2202,5331,4267,III
2203,13963,2793,II
2204,605,2695,I
2205,10974,1892,II
2206,12716,5000,III
2207,9468,5904,II
2208,16511,3888,I
2209,8922,2931,II
2210,14077,2019,III
2211,5389,4814,II
2212,9225,2939,I
2213,5326,643,II
2214,16266,2893,III
2215,7775,1698,II
2216,8902,4647,I
2217,15151,2309,II
2218,2739,2564,III
2219,17402,2212,II
2220,94,503,I
2221,6020,1809,II
2222,13111,2519,III
2223,6989,1715,II
2224,18272,5583,I
2225,13691,4673,II
2226,16222,4006,III
2227,8648,2395,II
2228,15472,3843,I
2229,20987,816,II
2230,12962,396,III
2231,16000,2056,II
2232,14120,4602,I
2233,11752,3223,II
2234,12796,43,III
2235,17438,1725,II
2236,6377,485,I
2237,3985,4012,II
2238,18919,2371,III
2239,11333,5197,II
2240,13957,5336,I
2241,2378,451,II
2242,4789,5670,III
2243,13136,5012,II
2244,16628,1973,I
2245,12110,5998,II
2246,18123,264,III
2247,8092,2859,II
2248,9682,1820,I
2249,2604,2563,II
2250,8308,3574,III
2251,7139,2268,II
2252,15816,5500,I
2253,4337,936,II
2254,1174,3898,III
2255,14172,3087,II
2256,17212,3076,I
2257,4938,630,II
2258,10431,1085,III
2259,1100,5109,II
2260,946,3904,I
2261,11063,2635,II
2262,7292,1562,III
2263,9900,5619,II
2264,10386,5852,I
2265,9273,2633,II
2266,21741,1807,III
2267,7489,332,II
2268,7476,4016,I
2269,3729,2676,II
2270,15027,653,III
2271,17481,4105,II
2272,6199,4334,I
2273,4072,4072,II
2274,3209,4053,III
2275,3523,4864,II
2276,17498,4810,I
2277,15901,2789,II
2278,20897,572,III
2279,16133,3970,II
2280,7700,4061,I
2281,7128,2150,II
2282,1684,1823,III
2283,15898,4026,II
2284,18148,2429,I
2285,2599,4798,II
2286,18338,151,III
2287,11353,3470,II
2288,21197,466,I
2289,17221,4241,II
2290,17443,5887,III
2291,5551,72,II
2292,4491,879,I
2293,14745,2027,II
2294,3737,534,III
2295,10713,2615,II
2296,4442,2368,I
2297,8314,3258,II
2298,17083,5652,III
2299,5026,194,II
2300,13214,2935,I
2301,21740,3949,II
2302,17801,1098,III
2303,1178,2279,II
2304,9690,1808,I
2305,6006,2983,II
2306,7828,1463,III
2307,6284,1069,II
2308,252,349,I
2309,16819,1170,II
2310,1176,5374,III
2311,808,3788,II
2312,20569,2052,I
2313,21606,3420,II
2314,11866,1766,III
2315,13223,1194,II
2316,12314,2899,I
2317,21551,1605,II
2318,11082,5285,III
2319,3315,2520,II
2320,17330,122,I
2321,5019,2528,II
2322,15681,33,III
2323,11253,3931,II
2324,21478,2570,I
2325,13771,2777,II
2326,8391,5718,III
2327,7570,3333,II
2328,19926,2381,I
2329,14387,3798,I
2330,16587,4694,II
2331,20002,1902,III
2332,12971,5311,II
2333,18467,5646,I
2334,1459,505,II
2335,12275,1951,III
2336,2642,545,II
2337,3076,84,I
2338,9513,1787,II
2339,1067,534,III
2340,18142,2508,II
2341,21422,3747,I
2342,1021,5466,II
2343,4818,2938,III
2344,20305,166,II
2345,13854,215,I
2346,8211,5868,II
2347,1831,5858,III
2348,18643,1154,II
2349,13092,5638,I
2350,19191,1017,II
2351,8985,1194,III
2352,9762,3864,II
2353,1818,3111,I
2354,20010,653,II
2355,21208,390,III
2356,10199,5494,II
2357,8607,5381,I
2358,19030,5307,II
2359,6033,3435,III
2360,7128,2343,II
2361,10501,4402,I
2362,5893,5459,II
2363,5848,4531,III
2364,21137,4598,II
2365,12764,3408,I
2366,2782,3895,II
2367,1313,4227,III
2368,4656,5446,II
2369,13697,1345,I
2370,10796,2123,II
2371,2369,1674,III
2372,10891,889,II
2373,18490,2454,I
2374,9137,5422,II
2375,16398,1052,III
2376,10936,2448,II
2377,14453,5332,I
2378,7611,143,II
2379,13551,5263,III
2380,11897,2052,II
2381,6003,505,I
2382,10096,2726,II
2383,17669,1434,III
2384,4544,5982,II
2385,7065,1748,I
2386,21275,2236,II
2387,7352,2918,III
2388,17216,2080,II
2389,12499,4006,I
2390,16285,672,II
2391,20766,524,III
2392,20484,2306,II
2393,17319,2361,I
2394,16016,4147,II
2395,3335,2366,III
2396,7120,1839,II
2397,9153,5985,I
2398,4867,4392,II
2399,3628,5590,III
2400,8414,1009,II
2401,13836,1632,I
2402,18455,4590,II
2403,14232,662,III
2404,20826,2477,II
2405,14489,2024,I
2406,1846,3351,II
2407,728,5245,III
2408,2224,2483,II
2409,509,1760,I
2410,17524,3319,II
2411,16199,5851,III
2412,6023,1560,II
2413,21130,4890,I
2414,934,2597,II
2415,15133,559,III
2416,1535,1690,II
2417,7191,5017,I
2418,19588,1660,II
2419,19444,3365,III
2420,29,3176,II
2421,4852,2462,I
2422,3517,5408,II
2423,10291,2872,III
2424,8594,1423,II
2425,17006,4469,I
2426,18731,611,II
2427,13436,2162,III
2428,9969,2129,II
2429,14401,5432,I
2430,17075,722,II
2431,17897,517,III
2432,20912,506,II
2433,15096,1382,I
2434,13886,1113,II
2435,2721,4533,III
2436,2946,1048,II
2437,19888,5851,I
2438,16737,167,II
2439,199,4559,III
2440,846,4472,II
2441,19437,3638,I
2442,1401,3666,II
2443,18632,1956,III
2444,12603,4392,II
2445,14351,4041,I
2446,3688,3019,II
2447,559,3265,III
2448,19182,3290,II
2449,15209,3768,I
2450,7496,4331,II
2451,12824,5827,III
2452,14370,5339,II
2453,17344,2760,I
2454,17221,4899,II
2455,12696,3346,III
2456,2875,3110,II
2457,1345,5053,I
2458,4639,5857,II
2459,3381,15,III
2460,3883,5880,II
2461,12352,4384,I
2462,21484,5214,II
2463,3994,5991,III
2464,19559,1953,II
2465,14075,453,I
2466,2408,2044,II
2467,2410,2103,III
2468,5394,3781,II
2469,8291,410,I
2470,307,1835,II
2471,12489,3710,III
2472,9297,767,II
2473,13810,4396,I
2474,19967,381,II
2475,1407,3272,III
2476,48,5551,II
2477,5067,5504,I
2478,21079,2561,II
2479,13710,1379,III
2480,6073,4701,II
2481,3136,5993,I
2482,16782,5448,II
2483,15607,618,III
2484,17306,369,II
2485,18680,1641,I
2486,19686,4513,II
2487,15119,2828,III
2488,4758,741,II
2489,4884,3461,I
2490,10885,3994,II
2491,3336,916,III
2492,4539,4455,II
2493,9787,1037,I
2494,20875,5043,II
2495,7513,704,III
2496,19991,1242,II
2497,3348,669,I
2498,18320,1923,II
2499,6593,5523,III
2500,14215,3974,II
2501,1000,478,I
2502,17291,580,II
2503,6860,3396,III
2504,13787,4004,II
2505,9150,3239,I
2506,7989,2602,II
2507,13521,1851,III
2508,7512,5516,II
2509,17961,91,I
2510,14201,2414,II
2511,12122,622,III
2512,3335,1616,II
2513,32,506,I
2514,18859,929,II
2515,16446,5740,III
2516,12926,4769,II
2517,208,4851,I
